Number	Name (English)	IPA (English)	Evolves from (English)	Name (Japanese)	Evolves from (Japanese)	Name (French)	Evolves from (French)	Name (Spanish)	Evolves from (Spanish)	Name (German)	Evolves from (German)	Name (Italian)	Evolves from (Italian)	Name (Korean)	Evolves from (Korean)	Name (Mandarin)	Evolves from (Mandarin)	Evolves into (English)	Total evolutionary stages	Evolutionary stage code	Baby	Legendary	Types	Weight (lb)	Weight (kg)	Height (in)	Height (m)	Percentage male	Percentage female	HP	Attack	Defense	Special Attack	Special Defense	Speed	Total Power	Bulbapedia URL
0766	Passimian	ˌpæˈsɪmiːən	n/a	nagetsukesaru	n/a	Quartermac	n/a	Passimian	n/a	Quartermak	n/a	Passimian	n/a	Naedeonsung-i	n/a	Tóuzhíhóu / Tóuzhìhóu	n/a	n/a	1	1a	False	False	[('Fighting',)]	182.5	82.8	79	2.0	50.0	50.0	100	120	90	40	60	80	490	"/wiki/Passimian_(Pok%C3%A9mon)"
0767	Wimpod	ˈwɪmpɑːd	n/a	kosokumushi	n/a	Sovkipou	n/a	Wimpod	n/a	Reißlaus	n/a	Wimpod	n/a	Kkosire	n/a	Dǎnxiǎochóng	n/a	{'Golisopod'}	2	2a	False	False	[('Bug', 'Water')]	26.5	12.0	20	0.5	50.0	50.0	25	35	40	20	30	80	230	"/wiki/Wimpod_(Pok%C3%A9mon)"
0768	Golisopod	gəˈlaɪsoʊpɑːd	Wimpod	gusokumusha	kosokumushi	Sarmuraï	Sovkipou	Golisopod	Wimpod	Tectass	Reißlaus	Golisopod	Wimpod	Gapjumusa	Kkosire	Jùjiǎwǔzhě	Dǎnxiǎochóng	n/a	2	2b	False	False	[('Bug', 'Water')]	238.1	108.0	79	2.0	50.0	50.0	75	125	140	60	90	40	530	"/wiki/Golisopod_(Pok%C3%A9mon)"
0769	Sandygast	ˈsændiːɡæst	n/a	sunaba	n/a	Bacabouh	n/a	Sandygast	n/a	Sankabuh	n/a	Sandygast	n/a	Moraekkung	n/a	Shāqiūwá	n/a	{'Palossand'}	2	2a	False	False	[('Ghost', 'Ground')]	154.3	70.0	20	0.5	50.0	50.0	55	55	80	70	45	15	320	"/wiki/Sandygast_(Pok%C3%A9mon)"
0770	Palossand	ˈpæləsænd	Sandygast	shirodesuna	sunaba	Trépassable	Bacabouh	Palossand	Sandygast	Colossand	Sankabuh	Palossand	Sandygast	Moraeseong-idang	Moraekkung	Shìshābǎoyé	Shāqiūwá	n/a	2	2b	False	False	[('Ghost', 'Ground')]	551.2	250.0	51	1.3	50.0	50.0	85	75	110	100	75	35	480	"/wiki/Palossand_(Pok%C3%A9mon)"
0771	Pyukumuku	ˌpjuːkuːˈmuːkuː	n/a	namakobushi	n/a	Concombaffe	n/a	Pyukumuku	n/a	Gufa	n/a	Pyukumuku	n/a	Haemugi	n/a	Quánhǎishēn	n/a	n/a	1	1a	False	False	[('Water',)]	2.6	1.2	12	0.3	50.0	50.0	55	60	130	30	130	5	410	"/wiki/Pyukumuku_(Pok%C3%A9mon)"
0772	Type: Null	ˌtaɪpˈnʊl	n/a	taipu	n/a	Type:0	n/a	Código Cero	n/a	Typ:Null	n/a	Tipo Zero	n/a	Type: Null	n/a	Shǔxìng: Kōng	n/a	{'Silvally'}	2	2a	False	True	[('Normal',)]	265.7	120.5	75	1.9	???	???	95	95	95	95	95	59	534	"/wiki/Type:_Null_(Pok%C3%A9mon)"
0773	Silvally	sɪlˈvælaɪː	Type: Null	shiruvu	taipu	Silvallié	Type:0	Silvally	Código Cero	Amigento	Typ:Null	Silvally	Tipo Zero	Silbuddy	Type: Null	Yínbànzhànshòu	Shǔxìng: Kōng	n/a	2	2b	False	True	[('Normal',)]	221.6	100.5	91	2.3	???	???	95	95	95	95	95	95	570	"/wiki/Silvally_(Pok%C3%A9mon)"
0774	Minior	ˈmɪniːɔːɹ	n/a	meteno	n/a	Météno	n/a	Minior	n/a	Meteno	n/a	Minior	n/a	Meteno	n/a	Xiǎoyǔnxīng	n/a	n/a	1	1a	False	False	[('Rock', 'Flying')]	88.2	40.0	12	0.3	???	???	60	60	100	60	100	60	440	"/wiki/Minior_(Pok%C3%A9mon)"
0775	Komala	koʊˈmɑːlə	n/a	nekkoara	n/a	Dodoala	n/a	Komala	n/a	Koalelu	n/a	Komala	n/a	Jamalla	n/a	Shùzhěnwěixióng	n/a	n/a	1	1a	False	False	[('Normal',)]	43.9	19.9	16	0.4	50.0	50.0	65	115	65	75	95	65	480	"/wiki/Komala_(Pok%C3%A9mon)"
0776	Turtonator	ˈtɝːɾəneɪɾɚ	n/a	bakugamesu	n/a	Boumata	n/a	Turtonator	n/a	Tortunator	n/a	Turtonator	n/a	Pokgeobuks	n/a	Bàoyànguīshòu	n/a	n/a	1	1a	False	False	[('Fire', 'Dragon')]	467.4	212.0	79	2.0	50.0	50.0	60	78	135	91	85	36	485	"/wiki/Turtonator_(Pok%C3%A9mon)"
0777	Togedemaru	ˌtoʊɡədɛˈmɑːɹuː	n/a	togedemaru	n/a	Togedemaru	n/a	Togedemaru	n/a	Togedemaru	n/a	Togedemaru	n/a	Togedemaru	n/a	Tuōgēdémǎ'ěr	n/a	n/a	1	1a	False	False	[('Electric', 'Steel')]	7.3	3.3	12	0.3	50.0	50.0	65	98	63	40	73	96	435	"/wiki/Togedemaru_(Pok%C3%A9mon)"
0778	Mimikyu	ˈmiːmiːkjuː	n/a	mimikkyu	n/a	Mimiqui	n/a	Mimikyu	n/a	Mimigma	n/a	Mimikyu	n/a	Ttarakyu	n/a	Mínǐ-Q	n/a	n/a	1	1a	False	False	[('Ghost', 'Fairy')]	1.5	0.7	8	0.2	50.0	50.0	55	90	80	50	105	96	476	"/wiki/Mimikyu_(Pok%C3%A9mon)"
0779	Bruxish	ˈbɹʌksɪʃ	n/a	hagigishiri	n/a	Denticrisse	n/a	Bruxish	n/a	Knirfish	n/a	Bruxish	n/a	Chigalgi	n/a	Móyácǎipíyú	n/a	n/a	1	1a	False	False	[('Water', 'Psychic')]	41.9	19.0	35	0.9	50.0	50.0	68	105	70	70	70	92	475	"/wiki/Bruxish_(Pok%C3%A9mon)"
0780	Drampa	ˈdɹæmpə	n/a	jijiiron	n/a	Draïeul	n/a	Drampa	n/a	Sen-Long	n/a	Drampa	n/a	Halbirong	n/a	Lǎowēnglóng	n/a	n/a	1	1a	False	False	[('Normal', 'Dragon')]	407.9	185.0	118	3.0	50.0	50.0	78	60	85	135	91	36	485	"/wiki/Drampa_(Pok%C3%A9mon)"
0781	Dhelmise	dɛlˈmaɪz	n/a	dadarin	n/a	Sinistrail	n/a	Dhelmise	n/a	Moruda	n/a	Dhelmise	n/a	Tataryun	n/a	Pòpòduòlún	n/a	n/a	1	1a	False	False	[('Ghost', 'Grass')]	463.0	210.0	154	3.9	???	???	70	131	100	86	90	40	517	"/wiki/Dhelmise_(Pok%C3%A9mon)"
0782	Jangmo-o	ˈdʒæŋmoʊˌʔoʊ	n/a	jarako	n/a	Bébécaille	n/a	Jangmo-o	n/a	Miniras	n/a	Jangmo-o	n/a	Jjarangkko	n/a	Xīnlínbǎo	n/a	{'Hakamo-o'}	3	3a	False	False	[('Dragon',)]	65.5	29.7	24	0.6	50.0	50.0	45	55	65	45	45	45	300	"/wiki/Jangmo-o_(Pok%C3%A9mon)"
0783	Hakamo-o	ˌhɑːkəˈmoʊʔoʊ	Jangmo-o	jarango	jarako	Écaïd	Bébécaille	Hakamo-o	Jangmo-o	Mediras	Miniras	Hakamo-o	Jangmo-o	Jjaranggou	Jjarangkko	Línjiǎlóng	Xīnlínbǎo	{'Kommo-o'}	3	3b	False	False	[('Dragon', 'Fighting')]	103.6	47.0	47	1.2	50.0	50.0	55	75	90	65	70	65	420	"/wiki/Hakamo-o_(Pok%C3%A9mon)"
0784	Kommo-o	ˈkoʊmoʊˌʔoʊ	Hakamo-o	jararanga	jarango	Ékaïser	Écaïd	Kommo-o	Hakamo-o	Grandiras	Mediras	Kommo-o	Hakamo-o	Jjaranggogre	Jjaranggou	Zhàngwěilínjiǎlóng	Línjiǎlóng	n/a	3	3c	False	False	[('Dragon', 'Fighting')]	172.4	78.2	63	1.6	50.0	50.0	75	110	125	100	105	85	600	"/wiki/Kommo-o_(Pok%C3%A9mon)"
0785	Tapu Koko	ˌtɑːpuːˈkoʊkoʊ	n/a	kapu・kokeko	n/a	Tokorico	n/a	Tapu Koko	n/a	Kapu-Riki	n/a	Tapu Koko	n/a	Kapukkokkokkok	n/a	Kǎpú Míngmíng	n/a	n/a	1	1a	False	True	[('Electric', 'Fairy')]	45.2	20.5	71	1.8	???	???	70	115	85	95	75	130	570	"/wiki/Tapu_Koko_(Pok%C3%A9mon)"
0786	Tapu Lele	ˌtɑːpuːˈleɪleɪ	n/a	kapu・tetefu	n/a	Tokopiyon	n/a	Tapu Lele	n/a	Kapu-Fala	n/a	Tapu Lele	n/a	Kapunabina	n/a	Kǎpú Diédié	n/a	n/a	1	1a	False	True	[('Psychic', 'Fairy')]	41.0	18.6	47	1.2	???	???	70	85	75	130	115	95	570	"/wiki/Tapu_Lele_(Pok%C3%A9mon)"
0787	Tapu Bulu	ˌtɑːpuːˈbuːluː	n/a	kapu・bururu	n/a	Tokotoro	n/a	Tapu Bulu	n/a	Kapu-Toro	n/a	Tapu Bulu	n/a	Kapubueruru	n/a	Kǎpú Mōumōu	n/a	n/a	1	1a	False	True	[('Grass', 'Fairy')]	100.3	45.5	75	1.9	???	???	70	130	115	85	95	75	570	"/wiki/Tapu_Bulu_(Pok%C3%A9mon)"
0788	Tapu Fini	ˌtɑːpuːˈfiːniː	n/a	kapu・rehire	n/a	Tokopisco	n/a	Tapu Fini	n/a	Kapu-Kime	n/a	Tapu Fini	n/a	Kapuneujineu	n/a	Kǎpú Qíqí	n/a	n/a	1	1a	False	True	[('Water', 'Fairy')]	46.7	21.2	51	1.3	???	???	70	75	115	95	130	85	570	"/wiki/Tapu_Fini_(Pok%C3%A9mon)"
0789	Cosmog	ˈkɑːzmɑːɡ	n/a	kosumoggu	n/a	Cosmog	n/a	Cosmog	n/a	Cosmog	n/a	Cosmog	n/a	Cosmog	n/a	Kēsīmògǔ	n/a	{'Cosmoem'}	3	3a	False	True	[('Psychic',)]	0.2	0.1	8	0.2	???	???	43	29	31	29	31	37	200	"/wiki/Cosmog_(Pok%C3%A9mon)"
0790	Cosmoem	ˈkɑːzmoʊɛm	Cosmog	kosumoumu	kosumoggu	Cosmovum	Cosmog	Cosmoem	Cosmog	Cosmovum	Cosmog	Cosmoem	Cosmog	Cosmovum	Cosmog	Kēsīmòmǔ	Kēsīmògǔ	{'Solgaleo', 'Lunala'}	3	3b	False	True	[('Psychic',)]	2204.4	999.9	4	0.1	???	???	43	29	131	29	131	37	400	"/wiki/Cosmoem_(Pok%C3%A9mon)"
0791	Solgaleo	ˌsoʊlɡəˈleɪoʊ	Cosmoem	sorugareo	kosumoumu	Solgaleo	Cosmovum	Solgaleo	Cosmoem	Solgaleo	Cosmovum	Solgaleo	Cosmoem	Solgaleo	Cosmovum	Suǒ'ěrjiāléi'ōu	Kēsīmòmǔ	n/a	3	3c	False	True	[('Psychic', 'Steel')]	507.1	230.0	134	3.4	???	???	137	137	107	113	89	97	680	"/wiki/Solgaleo_(Pok%C3%A9mon)"
0792	Lunala	luːˈnɑːlə	Cosmoem	runaaara	kosumoumu	Lunala	Cosmovum	Lunala	Cosmoem	Lunala	Cosmovum	Lunala	Cosmoem	Lunala	Cosmovum	Lùnàiyǎlā	Kēsīmòmǔ	n/a	3	3c	False	True	[('Psychic', 'Ghost')]	264.6	120.0	157	4.0	???	???	137	113	89	137	107	97	680	"/wiki/Lunala_(Pok%C3%A9mon)"
0793	Nihilego	ˌnaɪəːˈliːɡoʊ	n/a	utsuroido	n/a	Zéroïd	n/a	Nihilego	n/a	Anego	n/a	Nihilego	n/a	Teongbid	n/a	Xūwúyīdé	n/a	n/a	1	1a	False	False	[('Rock', 'Poison')]	122.4	55.5	47	1.2	???	???	109	53	47	127	131	103	570	"/wiki/Nihilego_(Pok%C3%A9mon)"
0794	Buzzwole	ˈbʌzwɔːl	n/a	masshibuun	n/a	Mouscoto	n/a	Buzzwole	n/a	Masskito	n/a	Buzzwole	n/a	Massiboong	n/a	Bàojīwén	n/a	n/a	1	1a	False	False	[('Bug', 'Fighting')]	735.5	333.6	94	2.4	???	???	107	139	139	53	53	79	570	"/wiki/Buzzwole_(Pok%C3%A9mon)"
0795	Pheromosa	ˌfɛɹəˈmoʊsə	n/a	ferooche	n/a	Cancrelove	n/a	Pheromosa	n/a	Schabelle	n/a	Pheromosa	n/a	Pherokoach	n/a	Fèiluòměiláng	n/a	n/a	1	1a	False	False	[('Bug', 'Fighting')]	55.1	25.0	71	1.8	???	???	71	137	37	137	37	151	570	"/wiki/Pheromosa_(Pok%C3%A9mon)"
0796	Xurkitree	ˈzɝkɪtriː	n/a	denjumoku	n/a	Câblifère	n/a	Xurkitree	n/a	Voltriant	n/a	Xurkitree	n/a	Jeonsumok	n/a	Diànshùmù	n/a	n/a	1	1a	False	False	[('Electric',)]	220.5	100.0	150	3.8	???	???	83	89	71	173	71	83	570	"/wiki/Xurkitree_(Pok%C3%A9mon)"
0797	Celesteela	ˌsɛləˈstiːlə	n/a	tekkaguya	n/a	Bamboiselle	n/a	Celesteela	n/a	Kaguron	n/a	Celesteela	n/a	Cheolhwaguya	n/a	Tiěhuǒhuīyè	n/a	n/a	1	1a	False	False	[('Steel', 'Flying')]	2204.4	999.9	362	9.2	???	???	97	101	103	107	101	61	570	"/wiki/Celesteela_(Pok%C3%A9mon)"
0798	Kartana	kɑːɹˈtɑːnə	n/a	kamitsurugi	n/a	Katagami	n/a	Kartana	n/a	Katagami	n/a	Kartana	n/a	Jong-isindo	n/a	Zhǐyùjiàn	n/a	n/a	1	1a	False	False	[('Grass', 'Steel')]	0.2	0.1	12	0.3	???	???	59	181	131	59	31	109	570	"/wiki/Kartana_(Pok%C3%A9mon)"
0799	Guzzlord	ˈɡʌzlɔːɹd	n/a	akujikingu	n/a	Engloutyran	n/a	Guzzlord	n/a	Schlingking	n/a	Guzzlord	n/a	Aksikking	n/a	Èshídàwáng	n/a	n/a	1	1a	False	False	[('Dark', 'Dragon')]	1957.7	888.0	217	5.5	???	???	223	101	53	97	53	43	570	"/wiki/Guzzlord_(Pok%C3%A9mon)"
0800	Necrozma	nɛˈkɹoʊzmə	n/a	nekurozuma	n/a	Necrozma	n/a	Necrozma	n/a	Necrozma	n/a	Necrozma	n/a	Necrozma	n/a	Nàikèluòzīmǎ	n/a	n/a	1	1a	False	True	[('Psychic', 'Steel'), ('Psychic', 'Ghost'), ('Psychic',)]	507.1	230.0	94	2.4	???	???	97	107	101	127	89	79	600	"/wiki/Necrozma_(Pok%C3%A9mon)"
0801	Magearna	məˈɡɪɹnə	n/a	magiana	n/a	Magearna	n/a	Magearna	n/a	Magearna	n/a	Magearna	n/a	Magiana	n/a	Mǎjīyǎ'nà	n/a	n/a	1	1a	False	False	[('Steel', 'Fairy')]	177.5	80.5	39	1.0	???	???	80	95	115	130	115	65	600	"/wiki/Magearna_(Pok%C3%A9mon)"
0802	Marshadow	ˈmɑːɹʃædoʊ	n/a	maashadoo	n/a	Marshadow	n/a	Marshadow	n/a	Marshadow	n/a	Marshadow	n/a	Marshadow	n/a	Mǎxiàduō	n/a	n/a	1	1a	False	False	[('Fighting', 'Ghost')]	48.9	22.2	28	0.7	???	???	90	125	80	90	90	125	600	"/wiki/Marshadow_(Pok%C3%A9mon)"
0803	Poipole	ˈpɔːɪpɔl	n/a	bebenomu	n/a	Vémini	n/a	Poipole	n/a	Venicro	n/a	Poipole	n/a	Vevenom	n/a	Dúbèibǐ	n/a	{'Naganadel'}	2	2a	False	False	[('Poison',)]	4.0	1.8	24	0.6	???	???	67	73	67	73	67	73	420	"/wiki/Poipole_(Pok%C3%A9mon)"
0804	Naganadel	ˌnɑːgəˈnɑːdəl	Poipole	aagoyon	bebenomu	Mandrillon	Vémini	Naganadel	Poipole	Agoyon	Venicro	Naganadel	Poipole	Agoyong	Vevenom	Sì'èzhēnlóng	Dúbèibǐ	n/a	2	2b	False	False	[('Poison', 'Dragon')]	330.7	150.0	142	3.6	???	???	73	73	73	127	73	121	540	"/wiki/Naganadel_(Pok%C3%A9mon)"
0805	Stakataka	ˌstækəˈtækə	n/a	tsundetsunde	n/a	Ama-Ama	n/a	Stakataka	n/a	Muramura	n/a	Stakataka	n/a	Chagokchagok	n/a	Lěilěishí	n/a	n/a	1	1a	False	False	[('Rock', 'Steel')]	1807.8	820.0	217	5.5	???	???	61	131	211	53	101	13	570	"/wiki/Stakataka_(Pok%C3%A9mon)"
0806	Blacephalon	bləˈsɛfəlɑːn	n/a	zugadoon	n/a	Pierroteknik	n/a	Blacephalon	n/a	Kopplosio	n/a	Blacephalon	n/a	Dupapang	n/a	Pēngtóuxiǎochǒu	n/a	n/a	1	1a	False	False	[('Fire', 'Ghost')]	28.7	13.0	71	1.8	???	???	53	127	53	151	79	107	570	"/wiki/Blacephalon_(Pok%C3%A9mon)"
0807	Zeraora	ˌzɛɹəʔˈɔːɹə	n/a	zeraora	n/a	Zeraora	n/a	Zeraora	n/a	Zeraora	n/a	Zeraora	n/a	Zeraora	n/a	Jiélā'àolā	n/a	n/a	1	1a	False	False	[('Electric',)]	98.1	44.5	59	1.5	???	???	88	112	75	102	80	143	600	"/wiki/Zeraora_(Pok%C3%A9mon)"
0808	Meltan	ˈmɛltæn	n/a	merutan	n/a	Meltan	n/a	Meltan	n/a	Meltan	n/a	Meltan	n/a	Meltan	n/a	Měilùtǎn	n/a	{'Melmetal'}	2	2a	False	False	[('Steel',)]	17.6	8.0	8	0.2	???	???	46	65	65	55	35	34	300	"/wiki/Meltan_(Pok%C3%A9mon)"
0809	Melmetal	ˈmɛlmɛɾəl	Meltan	merumetaru	merutan	Melmetal	Meltan	Melmetal	Meltan	Melmetal	Meltan	Melmetal	Meltan	Melmetal	Meltan	Měilùméitǎ	Měilùtǎn	n/a	2	2b	False	False	[('Steel',)]	1763.7	800.0	98	2.5	???	???	135	143	143	80	65	34	600	"/wiki/Melmetal_(Pok%C3%A9mon)"
0810	Grookey	ˈɡɹuːkiː	n/a	sarunori	n/a	Ouistempo	n/a	Grookey	n/a	Chimpep	n/a	Grookey	n/a	Heungnasung	n/a	Qiāoyīnhóu	n/a	{'Thwackey'}	3	3a	False	False	[('Grass',)]	11.0	5.0	12	0.3	87.5	12.5	50	65	50	40	40	65	310	"/wiki/Grookey_(Pok%C3%A9mon)"
0811	Thwackey	ˈθwækiː	Grookey	bachinkii	sarunori	Badabouin	Ouistempo	Thwackey	Grookey	Chimstix	Chimpep	Thwackey	Grookey	Chaekimong	Heungnasung	Pādōnghóu	Qiāoyīnhóu	{'Rillaboom'}	3	3b	False	False	[('Grass',)]	30.9	14.0	28	0.7	87.5	12.5	70	85	70	55	60	80	420	"/wiki/Thwackey_(Pok%C3%A9mon)"
0812	Rillaboom	ˈɹɪləbuːm	Thwackey	gorirandaa	bachinkii	Gorythmic	Badabouin	Rillaboom	Thwackey	Gortrom	Chimstix	Rillaboom	Thwackey	Gorilta	Chaekimong	Hōngléijīngāngxīng	Pādōnghóu	n/a	3	3c	False	False	[('Grass',)]	198.4	90.0	83	2.1	87.5	12.5	100	125	90	60	70	85	530	"/wiki/Rillaboom_(Pok%C3%A9mon)"
0813	Scorbunny	ˈskɔːɹbʌniː	n/a	hibanii	n/a	Flambino	n/a	Scorbunny	n/a	Hopplo	n/a	Scorbunny	n/a	Yeombunny	n/a	Yántù'ér	n/a	{'Raboot'}	3	3a	False	False	[('Fire',)]	9.9	4.5	12	0.3	87.5	12.5	50	71	40	40	40	69	310	"/wiki/Scorbunny_(Pok%C3%A9mon)"
0814	Raboot	ˈɹæbuːt	Scorbunny	rabifutto	hibanii	Lapyro	Flambino	Raboot	Scorbunny	Kickerlo	Hopplo	Raboot	Scorbunny	Rabbifoot	Yeombunny	Téngcùxiǎojiàng	Yántù'ér	{'Cinderace'}	3	3b	False	False	[('Fire',)]	19.8	9.0	24	0.6	87.5	12.5	65	86	60	55	60	94	420	"/wiki/Raboot_(Pok%C3%A9mon)"
0815	Cinderace	ˈsɪndɚeɪs	Raboot	eesubaan	rabifutto	Pyrobut	Lapyro	Cinderace	Raboot	Liberlo	Kickerlo	Cinderace	Raboot	Aceburn	Rabbifoot	Shǎnyànwángpái	Téngcùxiǎojiàng	n/a	3	3c	False	False	[('Fire',)]	72.8	33.0	55	1.4	87.5	12.5	80	116	75	65	75	119	530	"/wiki/Cinderace_(Pok%C3%A9mon)"
0816	Sobble	ˈsɑːbəl	n/a	messon	n/a	Larméléon	n/a	Sobble	n/a	Memmeon	n/a	Sobble	n/a	Ulmeogi	n/a	Lèiyǎnxī	n/a	{'Drizzile'}	3	3a	False	False	[('Water',)]	8.8	4.0	12	0.3	87.5	12.5	50	40	40	70	40	70	310	"/wiki/Sobble_(Pok%C3%A9mon)"
0817	Drizzile	ˈdɹɪzaɪl	Sobble	jimereon	messon	Arrozard	Larméléon	Drizzile	Sobble	Phlegleon	Memmeon	Drizzile	Sobble	Nugelle-on	Ulmeogi	Biànsèxī	Lèiyǎnxī	{'Inteleon'}	3	3b	False	False	[('Water',)]	25.4	11.5	28	0.7	87.5	12.5	65	60	55	95	55	90	420	"/wiki/Drizzile_(Pok%C3%A9mon)"
0818	Inteleon	ɪnˈtɛliːən	Drizzile	intereon	jimereon	Lézargus	Arrozard	Inteleon	Drizzile	Intelleon	Phlegleon	Inteleon	Drizzile	Intellire-on	Nugelle-on	Qiānmiànbìyì	Biànsèxī	n/a	3	3c	False	False	[('Water',)]	99.6	45.2	75	1.9	87.5	12.5	70	85	65	125	65	120	530	"/wiki/Inteleon_(Pok%C3%A9mon)"
0819	Skwovet	ˈskwʌːvət	n/a	hoshigarisu	n/a	Rongourmand	n/a	Skwovet	n/a	Raffel	n/a	Skwovet	n/a	Tamrisu	n/a	Tānxīnlìshǔ	n/a	{'Greedent'}	2	2a	False	False	[('Normal',)]	5.5	2.5	12	0.3	50.0	50.0	70	55	55	35	35	25	275	"/wiki/Skwovet_(Pok%C3%A9mon)"
0820	Greedent	ˈɡɹiːdənt	Skwovet	yokubarisu	hoshigarisu	Rongrigou	Rongourmand	Greedent	Skwovet	Schlaraffel	Raffel	Greedent	Skwovet	Yossingrisu	Tamrisu	Cángbǎolìshǔ	Tānxīnlìshǔ	n/a	2	2b	False	False	[('Normal',)]	13.2	6.0	24	0.6	50.0	50.0	120	95	95	55	75	20	460	"/wiki/Greedent_(Pok%C3%A9mon)"
0821	Rookidee	ˈɹʊkədiː	n/a	kokogara	n/a	Minisange	n/a	Rookidee	n/a	Meikro	n/a	Rookidee	n/a	Parakko	n/a	Zhìshānquè	n/a	{'Corvisquire'}	3	3a	False	False	[('Flying',)]	4.0	1.8	8	0.2	50.0	50.0	38	47	35	33	35	57	245	"/wiki/Rookidee_(Pok%C3%A9mon)"
0822	Corvisquire	ˈkɔːɹvəskwaɪɹ	Rookidee	aogarasu	kokogara	Bleuseille	Minisange	Corvisquire	Rookidee	Kranoviz	Meikro	Corvisquire	Rookidee	Pakrow	Parakko	Lányā	Zhìshānquè	{'Corviknight'}	3	3b	False	False	[('Flying',)]	35.3	16.0	31	0.8	50.0	50.0	68	67	55	43	55	77	365	"/wiki/Corvisquire_(Pok%C3%A9mon)"
0823	Corviknight	ˈkɔːɹvənaɪt	Corvisquire	aamaagaa	aogarasu	Corvaillus	Bleuseille	Corviknight	Corvisquire	Krarmor	Kranoviz	Corviknight	Corvisquire	Armorkkao	Pakrow	Gāngkǎiyā	Lányā	n/a	3	3c	False	False	[('Flying', 'Steel')]	165.3	75.0	87	2.2	50.0	50.0	98	87	105	53	85	67	495	"/wiki/Corviknight_(Pok%C3%A9mon)"
0824	Blipbug	ˈblɪpbʌɡ	n/a	satchimushi	n/a	Larvadar	n/a	Blipbug	n/a	Sensect	n/a	Blipbug	n/a	Durujibeollae	n/a	Suǒzhēnchóng	n/a	{'Dottler'}	3	3a	False	False	[('Bug',)]	17.6	8.0	16	0.4	50.0	50.0	25	20	20	25	45	45	180	"/wiki/Blipbug_(Pok%C3%A9mon)"
0825	Dottler	ˈdɑːtlɚ	Blipbug	redoomushi	satchimushi	Coléodôme	Larvadar	Dottler	Blipbug	Keradar	Sensect	Dottler	Blipbug	Redombeollae	Durujibeollae	Tiānzhàochóng	Suǒzhēnchóng	{'Orbeetle'}	3	3b	False	False	[('Bug', 'Psychic')]	43.0	19.5	16	0.4	50.0	50.0	50	35	80	50	90	30	335	"/wiki/Dottler_(Pok%C3%A9mon)"
0826	Orbeetle	ˈɔɹbiːɾəl	Dottler	iorubu	redoomushi	Astronelle	Coléodôme	Orbeetle	Dottler	Maritellit	Keradar	Orbeetle	Dottler	Eolb	Redombeollae	Yǐ'ōulùpǔ	Tiānzhàochóng	n/a	3	3c	False	False	[('Bug', 'Psychic')]	89.9	40.8	16	0.4	50.0	50.0	60	45	110	80	120	90	505	"/wiki/Orbeetle_(Pok%C3%A9mon)"
0827	Nickit	ˈnɪkət	n/a	kusune	n/a	Goupilou	n/a	Nickit	n/a	Kleptifux	n/a	Nickit	n/a	Humcheou	n/a	Tōu'érhú	n/a	{'Thievul'}	2	2a	False	False	[('Dark',)]	19.6	8.9	24	0.6	50.0	50.0	40	28	28	47	52	50	245	"/wiki/Nickit_(Pok%C3%A9mon)"
0828	Thievul	ˈθiːvəl	Nickit	fokusurai	kusune	Roublenard	Goupilou	Thievul	Nickit	Gaunux	Kleptifux	Thievul	Nickit	Foxly	Humcheou	Húdàdào	Tōu'érhú	n/a	2	2b	False	False	[('Dark',)]	43.9	19.9	47	1.2	50.0	50.0	70	58	58	87	92	90	455	"/wiki/Thievul_(Pok%C3%A9mon)"
0829	Gossifleur	ˈɡɑːsəflɚ	n/a	himenka	n/a	Tournicoton	n/a	Gossifleur	n/a	Cottini	n/a	Gossifleur	n/a	Kkomoka	n/a	Yòumiánmián	n/a	{'Eldegoss'}	2	2a	False	False	[('Grass',)]	4.9	2.2	16	0.4	50.0	50.0	40	40	60	40	60	10	250	"/wiki/Gossifleur_(Pok%C3%A9mon)"
0830	Eldegoss	ˈɛldəɡɑːs	Gossifleur	watashiraga	himenka	Blancoton	Tournicoton	Eldegoss	Gossifleur	Cottomi	Cottini	Eldegoss	Gossifleur	Baeksommoka	Kkomoka	Báipéngpéng	Yòumiánmián	n/a	2	2b	False	False	[('Grass',)]	5.5	2.5	20	0.5	50.0	50.0	60	50	90	80	120	60	460	"/wiki/Eldegoss_(Pok%C3%A9mon)"
0831	Wooloo	ˈwuːluː	n/a	uuruu	n/a	Moumouton	n/a	Wooloo	n/a	Wolly	n/a	Wooloo	n/a	Woolu	n/a	Máobiànyáng	n/a	{'Dubwool'}	2	2a	False	False	[('Normal',)]	13.2	6.0	24	0.6	50.0	50.0	42	40	55	40	45	48	270	"/wiki/Wooloo_(Pok%C3%A9mon)"
0832	Dubwool	ˈdʌbwʊl	Wooloo	baiuuruu	uuruu	Moumouflon	Moumouton	Dubwool	Wooloo	Zwollock	Wolly	Dubwool	Wooloo	Baewoolu	Woolu	Máomáojiǎoyáng	Máobiànyáng	n/a	2	2b	False	False	[('Normal',)]	94.8	43.0	51	1.3	50.0	50.0	72	80	100	60	90	88	490	"/wiki/Dubwool_(Pok%C3%A9mon)"
